"","USAF","WBAN","STATIONNAME","CTRY","STATE","LAT","LON","ELEV1M"
"403",720137,99999,"MORRIS AIRPORT","US","IL",41.433,-88.417,1780
"404",720141,4868,"LACON AIRPORT","US","IL",41.019,-89.384,1731
"405",720141,99999,"LACON AIRPORT","US","IL",41.017,-89.383,1730
"406",720150,99999,"COMANCHE AIRPORT","US","TX",31.917,-98.6,4230
"407",720151,3049,"ALPINE AIRPORT","US","TX",30.384,-103.684,13152
"408",720151,99999,"ALPINE AIRPORT","US","TX",30.383,-103.683,13760
"409",720159,99999,"HIGH ISLAND 264C(AW","US","LA",28.467,-93.733,300
"410",720160,63884,"PINEVILLE KEE FIELD","US","WV",37.601,-81.559,5435
"411",720160,99999,"PINEVILLE KEE FIELD","US","WV",37.6,-81.55,5440
"412",720165,99999,"BIG BEAR CITY AIRPO","US","CA",34.267,-116.85,20570
"413",720167,99999,"RAMONA","US","CA",33.033,-116.917,4240
"414",720170,63851,"METROPOLIS MANICIPA","US","IL",37.186,-88.751,1170
"415",720170,99999,"METROPOLIS MANICIPA","US","IL",37.183,-88.75,1170
"416",720172,53996,"MENA","US","AR",34.545,-94.203,3289
"417",720172,99999,"MENA","US","AR",34.55,-93.583,2140
"418",720198,54813,"MUNISING","US","MI",46.429,-86.651,1865
"419",720198,99999,"MUNISING","US","MI",46.4,-86.65,1870
"420",720202,99999,"TILLAMOOK AWS","US","OR",45.417,-123.817,110
"421",720254,99999,"CHEHALIS-CENTRALIA","US","WA",46.683,-122.983,530
"422",720257,63835,"BLAKELY","US","GA",31.398,-84.895,652
"423",720257,99999,"BLAKELY","US","GA",31.4,-84.883,650
"424",720258,4997,"MCGREGOR","US","MN",46.619,-93.31,3743
"425",720258,99999,"MCGREGOR","US","MN",46.617,-93.317,3740
"426",720259,63844,"FRANKLIN","US","NC",35.223,-83.419,6157
"427",720259,99999,"FRANKLIN","US","NC",35.217,-83.417,6160
"428",720261,53976,"BRIDGEPORT MUNI","US","TX",33.175,-97.828,2597
"429",720261,99999,"BRIDGEPORT MUNI","US","TX",33.167,-97.833,2600
"430",720262,94076,"KREMMLING","US","CO",40.054,-106.369,22589
"431",720262,99999,"KREMMLING","US","CO",40.05,-106.367,22590
"432",720263,99999,"ELBERTON","US","GA",34.1,-82.817,1840
"433",720264,63827,"RICHLANDS","US","VA",37.064,-81.798,8083
"434",720264,99999,"RICHLANDS","US","VA",37.067,-81.8,8080
"435",720265,63833,"ALEXANDER CITY","US","AL",32.915,-85.963,2091
"436",720265,99999,"ALEXANDER CITY","US","AL",32.917,-85.967,2090
"437",720266,54809,"WARSAW MUNICIPAL","US","IN",41.275,-85.84,2591
"438",720266,99999,"WARSAW MUNICIPAL","US","IN",41.267,-85.833,2590
"439",720267,23224,"AUBURN MUNICIPAL","US","CA",38.955,-121.082,4666
"440",720267,99999,"AUBURN MUNICIPAL","US","CA",38.95,-121.067,4670
"441",720268,53882,"BAINBRIDGE","US","GA",30.983,-84.633,430
"442",720268,99999,"BAINBRIDGE","US","GA",30.967,-84.633,430
"443",720269,12982,"FALFURIAS","US","TX",27.207,-98.121,341
"444",720269,99999,"FALFURIAS","US","TX",27.2,-98.117,340
"445",720271,3044,"BIG SPRING","US","TX",32.213,-101.521,7843
"446",720271,99999,"BIG SPRING","US","TX",32.2,-101.517,7840
"447",720272,94282,"SKAGIT RGNL ARPT","US","WA",48.471,-122.421,439
"448",720272,99999,"SKAGIT RGNL ARPT","US","WA",48.467,-122.417,440
"449",720273,12981,"BAY CITY","US","TX",28.973,-95.863,137
"450",720273,99999,"BAY CITY","US","TX",28.967,-95.867,140
"451",720274,93799,"WHITEVILLE","US","NC",34.273,-78.701,299
"452",720274,99999,"WHITEVILLE","US","NC",34.267,-78.717,300
"453",720275,4872,"LAMBERTVILLE","US","MI",41.736,-83.65,2039
"454",720275,99999,"LAMBERTVILLE","US","MI",41.733,-83.65,2040
"455",720276,12983,"EDINBURGH INTERNATI","US","TX",26.442,-98.129,244
"456",720276,99999,"EDINBURGH INTERNATI","US","TX",26.433,-98.117,240
"457",720277,63843,"SHELBY","US","NC",35.256,-81.601,0
"458",720277,99999,"SHELBY","US","NC",35.25,-81.6,2580
"459",720278,3704,"EMPORIA-GREENSVILLE","US","VA",36.687,-77.468,387
"460",720278,99999,"EMPORIA-GREENSVILLE","US","VA",36.683,-77.467,390
"461",720279,3705,"ELIZABETHTOWN","US","NC",34.602,-78.568,405
"462",720279,99999,"ELIZABETHTOWN","US","NC",34.6,-78.583,400
"463",720281,53969,"VERNON","US","TX",34.226,-99.284,3856
"464",720281,99999,"VERNON","US","TX",34.217,-99.283,3860
"465",720282,3736,"KILL DEVIL HILLS","US","NC",36.018,-75.671,40
"466",720282,99999,"KILL DEVIL HILLS","US","NC",36.017,-75.667,40
"467",720283,4927,"PRESTON","US","MN",43.677,-92.168,3889
"468",720283,99999,"PRESTON","US","MN",43.683,-92.183,3890
"469",720284,4877,"CHARLOTTE","US","MI",42.574,-84.801,2716
"470",720284,99999,"CHARLOTTE","US","MI",42.567,-84.817,2710
"471",720285,3734,"WEST POINT","US","VA",37.521,-76.765,73
"472",720285,99999,"WEST POINT","US","VA",37.517,-76.767,70
"473",720286,53977,"GRANBURY","US","TX",32.444,-97.817,2371
"474",720286,99999,"GRANBURY","US","TX",32.45,-97.817,2370
"475",720287,53967,"SHERMAN/DENNISON","US","TX",33.714,-96.674,2283
"476",720287,99999,"SHERMAN/DENNISON","US","TX",33.717,-96.667,2280
"477",720288,3711,"OXFORD-HENDERSON","US","NC",36.361,-78.518,1606
"478",720288,99999,"OXFORD-HENDERSON","US","NC",36.367,-78.533,1610
"479",720289,99999,"THOMSON","US","GA",33.533,-82.517,1520
"480",720291,53970,"MESQUITE","US","TX",32.747,-96.531,1362
"481",720291,99999,"MESQUITE","US","TX",32.75,-96.533,1360
"482",720293,4989,"INDEPENDENCE","US","IA",42.453,-91.948,2981
"483",720293,99999,"INDEPENDENCE","US","IA",42.45,-91.933,2980
"484",720294,99999,"WASHINGTON","US","GA",33.783,-82.817,1970
"485",720295,53972,"HILLSBORO","US","TX",32.084,-97.097,2088
"486",720295,99999,"HILLSBORO","US","TX",32.083,-97.1,2090
"487",720296,53945,"JASPER","US","TX",30.886,-94.033,649
"488",720296,99999,"JASPER","US","TX",30.883,-94.033,650
"489",720297,3730,"WILLIAMSBURG","US","VA",37.239,-76.716,149
"490",720297,99999,"WILLIAMSBURG","US","VA",37.233,-76.717,150
"491",720298,53971,"JACKSONVILLE","US","TX",31.869,-95.218,2063
"492",720298,99999,"JACKSONVILLE","US","TX",31.867,-95.217,2060
"493",720299,53966,"MIDLOTHIAN/WAXAHATC","US","TX",32.456,-96.913,2173
"494",720299,99999,"MIDLOTHIAN/WAXAHATC","US","TX",32.45,-96.917,2170
"495",720301,63846,"SYLVANIA","US","GA",32.646,-81.596,573
"496",720301,99999,"SYLVANIA","US","GA",32.65,-81.583,570
"497",720302,53963,"CLARKSVILLE","US","TX",33.593,-95.064,1341
"498",720302,99999,"CLARKSVILLE","US","TX",33.6,-95.067,1340
"499",720303,53973,"HEARNE","US","TX",30.872,-96.622,869
"500",720303,99999,"HEARNE","US","TX",30.867,-96.617,870
"501",720304,64752,"PHILADELPHIA","US","PA",40.138,-75.265,920
"502",720304,99999,"PHILADELPHIA","US","PA",40.133,-75.267,920
"503",720305,53964,"DECATUR","US","TX",33.258,-97.581,3191
"504",720305,99999,"DECATUR","US","TX",33.25,-97.583,3190
"505",720306,53879,"LEE`S SUMMIT","US","MO",38.96,-94.371,3060
"506",720306,99999,"LEE`S SUMMIT","US","MO",38.967,-94.367,3060
"507",720307,63804,"HUNTSVILLE","US","AL",34.861,-86.551,2301
"508",720307,99999,"HUNTSVILLE","US","AL",34.867,-86.55,2300
"509",720308,4992,"OMAHA/MILLARD","US","NE",41.196,-96.112,3203
"510",720308,99999,"OMAHA/MILLARD","US","NE",41.2,-96.117,3200
"511",720309,4947,"MT PLEASANT","US","IA",40.947,-91.511,2237
"512",720309,99999,"MT PLEASANT","US","IA",40.95,-91.517,2240
"513",720311,53962,"MT PLEASANT","US","TX",33.096,-94.961,1106
"514",720311,99999,"MT PLEASANT","US","TX",33.1,-94.967,1110
"515",720312,4964,"PELLA","US","IA",41.4,-92.934,2697
"516",720312,99999,"PELLA","US","IA",41.4,-92.933,2700
"517",720313,3052,"PAMPA","US","NM",35.613,-100.996,9891
"518",720313,99999,"PAMPA","US","NM",35.617,-105.983,9890
"519",720314,93983,"PALESTINE","US","TX",31.78,-95.706,1289
"520",720314,99999,"PALESTINE","US","TX",31.783,-95.7,1290
"521",720315,3045,"PERRYTON","US","TX",36.414,-100.75,8894
"522",720315,99999,"PERRYTON","US","TX",36.4,-100.733,8900
"523",720316,12984,"ROBSTON","US","TX",27.779,-97.691,241
"524",720316,99999,"ROBSTON","US","TX",27.783,-97.683,240
"525",720317,3735,"STAFFORD","US","VA",38.398,-77.456,646
"526",720317,99999,"STAFFORD","US","VA",38.4,-77.45,650
"527",720318,53965,"GRAHAM","US","TX",33.11,-98.555,3423
"528",720318,99999,"GRAHAM","US","TX",33.1,-98.55,3420
"529",720319,63841,"ROBINSON","US","IL",39.016,-87.65,1408
"530",720319,99999,"ROBINSON","US","IL",39.017,-87.65,1410
"531",720320,53981,"CELBURNE","US","TX",32.354,-97.434,2603
"532",720320,99999,"CELBURNE","US","TX",32.35,-97.433,2600
"533",720321,4893,"CHEBOYGAN","US","MI",45.654,-84.517,1954
"534",720321,99999,"CHEBOYGAN","US","MI",45.65,-84.517,1950
"535",720322,4129,"SANDPOINT","US","ID",48.299,-116.56,6483
"536",720322,99999,"SANDPOINT","US","ID",48.3,-116.55,6480
"537",720323,93947,"FREDRICKSBURG","US","TX",30.244,-98.901,5166
"538",720323,99999,"FREDRICKSBURG","US","TX",30.233,-98.9,5170
"539",720324,64753,"QUAKERTOWN","US","PA",40.435,-75.382,1603
"540",720324,99999,"QUAKERTOWN","US","PA",40.433,-75.383,1600
"541",720326,4981,"VINTON","US","IA",42.219,-92.018,2576
"542",720326,99999,"VINTON","US","IA",42.217,-92.017,2580
"543",720327,4995,"MENOMONIE AFLD","US","WI",44.892,-91.868,2728
"544",720327,99999,"MENOMONIE AFLD","US","WI",44.883,-91.867,2730
"545",720328,63832,"BUCKHANNON","US","WV",39,-80.274,4983
"546",720328,99999,"BUCKHANNON","US","WV",39,-80.267,4980
"547",720330,63853,"MOUNT CARMEL","US","IL",38.607,-87.727,1308
"548",720330,99999,"MOUNT CARMEL","US","IL",38.6,-87.717,1310
"549",720333,99999,"CORONA MUNI ARPT","US","CA",33.9,-117.6,1630
"550",720334,99999,"MONTGOMERY CO AIRPA","US","MD",39.167,-77.167,1640
"551",720339,99999,"RYAN FLD ARPT","US","AZ",32.15,-111.167,7370
"552",720340,54818,"FRANKFORT DOW MEMOR","US","MI",44.625,-86.201,1926
"553",720340,99999,"FRANKFORT DOW MEMOR","US","MI",44.617,-86.2,1930
"554",720342,53947,"WATONGA","US","OK",35.864,-98.417,4718
"555",720342,99999,"WATONGA","US","OK",35.867,-98.417,4720
"556",720343,54852,"WAUPACA MUNICIPAL","US","WI",44.333,-89.02,2518
"557",720343,99999,"WAUPACA MUNICIPAL","US","WI",44.333,-89.017,2520
"558",720344,54920,"CHEROKEE MUNICIPAL","US","IA",42.732,-95.556,3737
"559",720344,99999,"CHEROKEE MUNICIPAL","US","IA",42.733,-95.55,3740
"560",720345,94086,"PINEDALE","US","WY",42.796,-109.807,21598
"561",720345,99999,"PINEDALE","US","WY",42.783,-109.8,21600
"562",720346,99999,"ALLEN PARISH","US","LA",30.75,-92.683,330
"563",720347,63877,"GREENE COUNTY RGNL","US","GA",33.598,-83.139,2063
"564",720347,99999,"GREENE COUNTY RGNL","US","GA",33.6,-83.133,2060
"565",720348,63886,"BALDWIN COUNTY AP","US","GA",33.154,-83.241,1170
"566",720348,99999,"BALDWIN COUNTY AP","US","GA",33.15,-83.233,1170
"567",720351,54919,"OSKALOOSA MUNI","US","IA",41.226,-92.491,2560
"568",720351,99999,"OSKALOOSA MUNI","US","IA",41.233,-92.483,2560
"569",720353,63875,"MIDDLESBORO","US","KY",36.611,-83.738,3517
"570",720353,99999,"MIDDLESBORO","US","KY",36.617,-83.733,3520
"571",720354,63901,"ALTUS","US","OK",34.699,-99.338,4368
"572",720354,99999,"ALTUS","US","OK",34.7,-99.333,4370
"573",720355,3732,"CUMBERLAND RGNL ARP","US","MD",39.616,-78.761,2362
"574",720355,99999,"CUMBERLAND RGNL ARP","US","MD",39.617,-78.767,2360
"575",720356,99999,"CLINTON MUNI","US","OK",35.533,-98.933,4920
"576",720357,53993,"CUSHING MUNI","US","OK",35.95,-96.773,2792
"577",720357,99999,"CUSHING MUNI","US","OK",35.95,-96.767,2790
"578",720358,99999,"EL RENO MUNI","US","OK",35.467,-98,4320
"579",720359,99999,"SEMINOLE MUNI","US","OK",35.267,-96.683,3120
"580",720361,63870,"FLORALA MUNI ASOS","US","AL",31.043,-86.312,957
"581",720361,99999,"FLORALA MUNI ASOS","US","AL",31.033,-86.317,3140
"582",720362,63874,"GREENVILLE MUNI ASO","US","AL",31.846,-86.611,1375
"583",720362,99999,"GREENVILLE MUNI ASO","US","AL",31.833,-86.6,4490
"584",720363,63872,"EUFAULA MUNI ASOS","US","AL",31.951,-85.129,869
"585",720363,99999,"EUFAULA MUNI ASOS","US","AL",31.95,-85,2850
"586",720365,99999,"BROOKING AIRPORT","US","OR",42.083,-124.283,1400
"587",720366,63879,"SUTTON BRAXTON CO","US","WV",38.687,-80.652,3886
"588",720366,99999,"SUTTON BRAXTON CO","US","WV",38.733,-80.65,3870
"589",720367,99999,"PAYNESVILLE MUNI","US","MN",45.367,-94.75,3600
"590",720368,99999,"SLAYTON MUNI","US","MN",43.983,-95.783,4950
"591",720369,4135,"DIGGS/REED MUNI","US","ID",43.743,-111.098,18986
"592",720369,99999,"DIGGS/REED MUNI","US","ID",43.75,-111.1,18980
"593",720371,54850,"THREE RIVERS MUNI","US","MI",41.96,-85.593,2512
"594",720371,99999,"THREE RIVERS MUNI","US","MI",41.967,-85.6,2510
"595",720373,92824,"PLANT CITY MUNI","US","FL",28,-82.164,469
"596",720373,99999,"PLANT CITY MUNI","US","FL",28,-82.167,470
"597",720374,92825,"PETER O KNIGHT MUNI","US","FL",27.916,-82.449,24
"598",720374,99999,"PETER O KNIGHT MUNI","US","FL",27.917,-82.45,20
"599",720375,54844,"DRUMMOND ISLAND","US","MI",46.009,-83.744,2036
"600",720375,99999,"DRUMMOND ISLAND","US","MI",46.017,-83.75,2040
"601",720376,63880,"ALBERTVILLE MUNI","US","AL",34.229,-86.256,3146
"602",720376,99999,"ALBERTVILLE MUNI","US","AL",34.217,-86.25,3150
"603",720377,99999,"NEWPORT MUNI","US","AR",35.633,-91.167,740
"604",720378,99999,"NEW CASTLE MUNI","US","PA",41.017,-80.417,3270
"605",720379,63882,"WAYNE CO AIRPORT","US","KY",36.855,-84.856,2935
"606",720379,99999,"WAYNE CO AIRPORT","US","KY",36.85,-84.85,2940
"607",720381,63885,"JACK EDWARDS","US","AL",30.291,-87.672,49
"608",720381,99999,"JACK EDWARDS","US","AL",30.283,-87.667,50
"609",720382,99999,"ST MICHAEL","US","AK",63.49,-162.11,280
"610",720383,53847,"WHITING FIELD SOUTH","US","FL",30.704,-87.023,543
"611",720383,99999,"WHITING FIELD SOUTH","US","FL",30.683,-87,540
"612",720384,99999,"STEVENSVILLE","US","MD",38.967,-76.333,50
"613",720385,99999,"BERTHOUD PASS","US","CO",39.8,-105.767,41130
"614",720386,99999,"WILLMAR MUNI","US","MN",45.117,-95.133,2470
"615",720387,99999,"HOBBS","US","NM",32.767,-103.217,11300
"616",720388,99999,"PUYALLUP THUN FIELD","US","WA",48,-122.283,1640
"617",720389,99999,"ST MARY'S RGNL/LE","US","MD",38.317,-76.55,430
"618",720391,99999,"BEEVILLE MUNI","US","TX",28.35,-97.717,820
"619",720392,99999,"HOMERVILLE","US","GA",31.05,-82.767,570
"620",720393,99999,"HEREFORD MUNI","US","TX",34.85,-102.333,11530
"621",720394,99999,"DEXTER B FLORENCE M","US","AR",34.1,-93.067,550
"622",720395,99999,"PLEASANTON MUNI","US","TX",28.95,-98.517,1310
"623",720396,99999,"T P MC CAMPBELL","US","TX",27.917,-97.217,50
"624",720397,99999,"OHIO UNIVERSITY SNY","US","OH",39.217,-82.233,2330
"625",720398,99999,"WAUTOMA MUNI","US","WI",44.033,-89.3,2620
"626",720399,99999,"CAMP BLANDING AAF","US","FL",29.95,-81.983,600
"627",720401,99999,"CLINTON MUNI","US","AR",35.6,-92.45,1570
"628",720402,99999,"SKYHAVEN","US","MO",38.783,-93.8,2420
"629",720403,99999,"KICKAPOO DOWNTOWN A","US","TX",33.85,-98.483,3040
"630",720404,99999,"KICKAPOO DOWNTOWN AI","US","TX",33.85,-98.483,3040
"631",720405,99999,"BLAIR MUNI AIRPORT","US","NE",41.417,-96.117,4040
"632",720406,99999,"GNOSS FIELD AIRPORT","US","CA",38.15,-122.55,10
"633",720407,99999,"ROBERT J MILLER AIRP","US","NJ",39.933,-74.3,250
"634",720408,99999,"COATESVILLE/CARLSON","US","PA",39.983,-75.867,2010
"635",720409,99999,"BLAIRSVILLE","US","",34.85,-84,5820
"636",720411,99999,"ANGEL FIRE","US","NM",36.417,-105.283,25540
"637",720412,99999,"PERRY MUNI AIRPORT","US","IA",41.833,-94.167,3090
"638",720413,99999,"HALEYVIILLE / POSEY","US","AL",34.267,-87.6,2840
"639",720414,99999,"KNOX COUNTY","US","OH",40.333,-82.517,3630
"640",720415,99999,"FREMONT","US","",43.433,-85.983,2350
"641",720448,99999,"STUART POWELL FLD","US","KY",37.583,-84.767,3120
"642",720479,99999,"MONETT MUNI","US","MO",36.9,-94.017,4010
"643",720492,99999,"CALEDONIA CO","US","",44.567,-72.017,3620
"644",720493,99999,"NEWPORT STATE","US","VT",44.883,-72.233,2840
"645",720494,99999,"FRANKLIN CO AIRPORT","US","VT",44.933,-73.1,700
"646",720501,99999,"ESSEX CO AIRPORT","US","VA",37.85,-76.883,410
"647",720541,99999,"UNIVERSITY OXFORD","US","MS",34.383,-89.533,1380
"649",720545,99999,"CHESTER AIRPORT","US","CT",41.383,-72.5,1270
"650",720562,99999,"VAGABOND AAF","US","WA",46.667,-120.45,4180
"651",720575,99999,"INDIANAPOLIS EXECUTI","US","IN",40.033,-86.25,2810
"652",720576,99999,"DAVIS","US","CA",38.533,-121.783,210
"653",720578,99999,"STEPHENS CO","US","TX",32.717,-93.883,3910
"654",720579,99999,"CASTROVILLE MUNI","US","TX",29.35,-98.85,2350
"655",720581,99999,"LINDEN","US","NJ",40.617,-74.25,70
"656",720582,99999,"TODD FLD","US","MN",45.9,-94.867,4060
"657",720583,99999,"LAKE ELMO","US","MN",45,-92.85,2840
"658",720584,99999,"ZAPATA CO","US","TX",26.967,-99.25,1290
"659",720585,99999,"ELBOW LAKE MUNI","US","MN",45.986,-95.992,3670
"660",720586,99999,"PLATTEVILLE MUNI","US","WI",42.683,-90.45,3120
"661",720587,99999,"ABBEVILLE CHRIS CRUS","US","LA",29.983,-92.083,150
"662",720588,99999,"OXFORD","US","MS",34.383,-89.533,1360
"663",720589,99999,"SHAWANO","US","WI",44.783,-88.55,2480
"664",720592,99999,"FAIRHOPE/SONNY CALL","US","AL",30.467,-87.883,290
"665",720593,99999,"KNOX/STARKE CO","US","IN",41.333,-86.667,2080
"666",720594,99999,"HUSTON/DUNN HELISTOP","US","TX",29.717,-95.383,690
"667",720596,99999,"NEWBERRY","US","SC",34.3,-81.633,1730
"668",720597,99999,"LAURENS","US","SC",34.5,-81.95,2120
"669",720598,99999,"MONCKS CORNER","US","SC",33.183,-80.033,220
"670",720599,99999,"CHESTER","US","SC",34.783,-81.2,2000
"671",720601,99999,"AIKEN","US","SC",33.65,-81.683,1610
"672",720602,99999,"BARNWELL CO","US","SC",33.25,-81.383,750
"673",720603,99999,"CAMDEN/WOODWARD FLD","US","SC",34.283,-80.567,920
"674",720604,99999,"KINGSTREE/WILLIAMSB","US","SC",33.717,-79.85,200
"675",720605,99999,"CHERAW","US","SC",34.717,-79.95,730
"676",720606,99999,"CHARLESTON EXECUTIVE","US","SC",32.7,-80,50
"677",720607,99999,"LANCASTER CO MC WHIR","US","SC",34.717,-80.85,1480
"678",720608,99999,"MARION CO","US","SC",34.183,-79.333,280
"679",720609,99999,"WALTERBORO/LOWCOUNT","US","SC",32.917,-80.633,310
"680",720611,99999,"SUMTER","US","SC",34,-80.367,550
"681",720612,99999,"BEAUFORT","US","NC",32.4,-80.633,380
"682",720615,99999,"COLUMBIA","US","CA",38.033,-120.417,6460
"683",720616,99999,"BRANSON AIRPORT","US","MO",36.533,-93.2,3970
"684",720622,99999,"BOWIE MUNI","US","TX",33.6,-97.783,3360
"685",720623,99999,"ELIZABETHON MUNI","US","TN",36.367,-82.167,4860
"686",720624,99999,"MADISON MUNI","US","SD",44.017,-97.083,5240
"687",720625,99999,"BLACKWELL TONKAWA MU","US","OK",36.75,-97.35,3140
"688",720626,99999,"PAMPA M VISTA","US","TX",35.883,-101.033,8450
"689",720627,99999,"STIGLER RGNL","US","OK",35.283,-95.1,1830
"690",720628,99999,"OKLAHOMA CITY/PAGE","US","OK",35.483,-97.817,4130
"691",720629,99999,"JACK BARSTOW","US","MI",43.667,-84.267,1940
"692",720631,99999,"MARLBORO CO JETPORT","US","SC",34.617,-79.733,450
"693",720632,99999,"SUMMERVILLE","US","SC",33.067,-80.283,170
"694",720633,99999,"HARTSVILLE RGNL","US","SC",34.4,-80.117,1110
"696",720635,99999,"H A CLARK MEM FLD /","US","AZ",35.3,-112.2,20350
"697",720636,99999,"CLINTON MEMORIAL AIR","US","MO",38.35,-93.683,2510
"698",720637,99999,"HOUSTON SOUTHWEST A","US","TX",29.5,-95.477,210
"699",720638,99999,"BEND MUNI AIRPORT","US","OR",44.095,-121.2,10550
"700",722003,54930,"STANTON","US","MN",44.476,-93.016,2804
"701",722003,99999,"STANTON","US","MN",44.467,-93.017,2800
"702",722004,54922,"WAHPETON","US","ND",46.244,-96.607,2950
"703",722004,99999,"WAHPETON","US","ND",46.233,-96.6,2950
"704",722005,99999,"COFFEY CO AIRPORT","US","KS",38.3,-95.717,3580
"705",722006,54926,"LUVERNE","US","MN",43.621,-96.216,4362
"706",722006,99999,"LUVERNE","US","MN",43.617,-96.217,4360
"707",722007,99999,"CARO TUSCOLA AIRPORT","US","MI",43.45,-83.45,2140
"708",722008,12995,"PORT ARANSAS","US","TX",27.812,-97.089,15
"709",722008,99999,"PORT ARANSAS","US","TX",27.817,-97.083,20
"710",722010,12836,"KEY WEST INTL ARPT","US","FL",24.553,-81.754,64
"711",722011,92813,"ORLANDO/KISSIMMEE","US","FL",28.29,-81.434,250
"712",722011,99999,"ORLANDO/KISSIMMEE","US","FL",28.283,-81.433,250
"713",722012,92817,"THE VILLAGES","US","FL",28.95,-81.967,271
"714",722012,99999,"THE VILLAGES","US","FL",28.95,-81.85,270
"715",722013,99999,"KEY WEST/BOCA CHI","US","FL",24.6,-81.7,30
"716",722014,12818,"BROOKSVILLE","US","FL",28.474,-82.454,235
"717",722014,99999,"BROOKSVILLE","US","FL",28.467,-82.45,230
"718",722015,12850,"KEY WEST NAS","US","FL",24.583,-81.683,73
"719",722016,12896,"MARATHON AIRPORT","US","FL",24.726,-81.052,21
"720",722016,99999,"MARATHON AIRPORT","US","FL",24.733,-81.05,20
"721",722017,99999,"WINTER HAVEN","US","FL",28.05,-81.75,440
"722",722018,3818,"MARIANNA","US","FL",30.836,-85.184,344
"723",722018,99999,"MARIANNA","US","FL",30.833,-85.183,340
"724",722019,99999,"ISLAMORADA (CGS)","US","FL",24.95,-80.583,10
"725",722020,12839,"MIAMI INTL AP","US","FL",25.824,-80.3,91
"726",722021,92816,"TAMPA/VANDENBURG","US","FL",28.014,-82.334,67
"727",722021,99999,"TAMPA/VANDENBURG","US","FL",28.017,-82.35,70
"728",722022,12803,"BOCA RATON","US","FL",26.379,-80.108,40
"729",722022,99999,"BOCA RATON","US","FL",26.367,-80.1,40
"730",722024,12882,"MIAMI/OPA LOCKA","US","FL",25.907,-80.28,27
"731",722024,99999,"MIAMI/OPA LOCKA","US","FL",25.9,-80.283,30
"732",722025,12849,"FORT LAUDERDALE HOLLYWOOD INT","US","FL",26.072,-80.154,34
"733",722026,12826,"HOMESTEAD AFB","US","FL",25.488,-80.384,21
"734",722026,99999,"HOMESTEAD AFB","US","FL",25.483,-80.383,49
"735",722028,99999,"FOWEY ROCKS (CGS)","US","FL",25.583,-80.1,10
"736",722029,12888,"MIAMI/KENDALL-TAMIA","US","FL",25.648,-80.433,30
"737",722029,99999,"MIAMI/KENDALL-TAMIA","US","FL",25.65,-80.433,30
"738",722030,12844,"WEST PALM BEACH INTL ARPT","US","FL",26.685,-80.099,64
"739",722031,63839,"FOLSOM FLD","US","TX",34.269,-86.858,2935
